per;Währung;NAV;Umlaufende Anteile;Fondsvermögen;Ertragsserie des Produktes;Benchmark Ertragserie
12.Juli2024;EUR;37.35;13’435’974.00;501’809’583.41;236.00;240.62
11.Juli2024;EUR;37.12;13’435’974.00;498’704’612.07;234.54;239.12
10.Juli2024;EUR;37.18;13’435’974.00;499’533’411.33;234.93;239.51
09.Juli2024;EUR;37.10;13’435’974.00;498’414’652.37;234.40;238.98
08.Juli2024;EUR;37.68;13’435’974.00;506’260’673.54;238.09;242.74
05.Juli2024;EUR;38.09;13’435’974.00;511’796’990.73;240.70;245.38
04.Juli2024;EUR;38.46;13’435’974.00;516’705’342.62;243.01;247.73
03.Juli2024;EUR;38.04;13’435’974.00;511’130’003.65;240.38;245.10
02.Juli2024;EUR;37.96;13’435’974.00;510’095’122.92;239.90;244.61
01.Juli2024;EUR;37.70;13’435’974.00;506’483’756.18;238.20;242.88
28.Juni2024;EUR;37.37;13’435’974.00;502’098’250.81;236.14;240.77
27.Juni2024;EUR;37.28;13’435’974.00;500’938’885.84;235.59;240.22
26.Juni2024;EUR;37.21;13’435’974.00;499’955’285.30;235.13;239.74
25.Juni2024;EUR;37.45;13’435’974.00;503’200’592.78;236.66;241.29
24.Juni2024;EUR;37.33;13’435’974.00;501’497’107.36;235.85;240.47
21.Juni2024;EUR;36.97;13’435’974.00;496’769’563.40;233.63;238.23
20.Juni2024;EUR;37.19;13’435’974.00;499’674’761.85;235.00;239.63
19.Juni2024;EUR;36.78;13’435’974.00;494’127’059.92;232.39;236.94
18.Juni2024;EUR;36.72;13’535’974.00;496’975’069.07;232.00;236.66
17.Juni2024;EUR;36.34;13’535’974.00;491’871’227.63;229.62;234.24
14.Juni2024;EUR;36.34;13’535’974.00;491’842’083.94;229.60;234.21
13.Juni2024;EUR;36.58;13’535’974.00;495’193’896.03;231.17;235.81
12.Juni2024;EUR;37.10;13’535’974.00;502’179’630.53;234.43;239.14
11.Juni2024;EUR;37.13;13’535’974.00;502’586’561.50;234.62;239.32
10.Juni2024;EUR;37.40;13’535’974.00;506’207’749.14;236.31;241.03
07.Juni2024;EUR;37.07;13’485’974.00;499’934’533.08;234.25;238.93
06.Juni2024;EUR;37.11;13’485’974.00;500’409’335.64;234.47;239.15
05.Juni2024;EUR;36.98;13’485’974.00;498’649’904.46;233.65;238.31
04.Juni2024;EUR;36.96;13’485’974.00;498’478’867.12;233.57;238.28
03.Juni2024;EUR;37.95;13’485’974.00;511’828’467.69;239.82;244.67
31.Mai2024;EUR;38.24;13’485’974.00;515’667’338.47;241.62;246.49
30.Mai2024;EUR;37.95;13’485’974.00;511’770’020.86;239.79;244.62
29.Mai2024;EUR;38.11;13’485’974.00;513’977’205.86;240.83;245.67
28.Mai2024;EUR;38.31;13’485’974.00;516’589’582.70;242.05;246.92
27.Mai2024;EUR;38.26;13’485’974.00;516’011’862.69;241.78;246.66
24.Mai2024;EUR;37.90;13’485’974.00;511’118’235.31;239.49;244.31
23.Mai2024;EUR;37.93;13’485’974.00;511’456’198.12;239.65;244.47
22.Mai2024;EUR;37.80;13’485’974.00;509’757’453.33;238.85;243.64
21.Mai2024;EUR;38.27;13’485’974.00;516’061’969.92;241.80;246.66
17.Mai2024;EUR;38.18;13’435’974.00;512’939’106.23;241.24;246.14
16.Mai2024;EUR;38.23;14’135’974.00;540’435’883.98;241.58;246.49
15.Mai2024;EUR;38.45;14’135’974.00;543’541’726.17;242.97;247.90
14.Mai2024;EUR;38.76;14’135’974.00;547’916’549.35;244.92;249.97
13.Mai2024;EUR;38.97;14’185’974.00;552’798’922.69;246.24;251.31
10.Mai2024;EUR;38.98;14’185’974.00;552’969’971.42;246.31;251.37
09.Mai2024;EUR;38.57;14’185’974.00;547’094’200.85;243.70;248.70
08.Mai2024;EUR;38.26;14’185’974.00;542’816’168.27;241.79;246.75
07.Mai2024;EUR;38.16;14’185’974.00;541’339’526.87;241.13;246.07
06.Mai2024;EUR;38.17;14’185’974.00;541’436’656.79;241.18;246.11
03.Mai2024;EUR;37.76;14’185’974.00;535’701’058.74;238.62;243.50
02.Mai2024;EUR;37.93;14’185’974.00;538’017’932.03;239.65;244.55
30.Apr.2024;EUR;38.34;14’185’974.00;543’838’650.66;242.25;247.19
29.Apr.2024;EUR;38.61;14’185’974.00;547’672’806.40;243.95;248.93
26.Apr.2024;EUR;38.61;14’185’974.00;547’664’532.51;243.95;248.94
25.Apr.2024;EUR;38.44;14’185’974.00;545’371’691.52;242.93;247.89
24.Apr.2024;EUR;38.50;14’185’974.00;546’101’269.75;243.25;248.23
23.Apr.2024;EUR;38.56;14’185’974.00;546’988’367.66;243.65;248.62
22.Apr.2024;EUR;38.46;14’185’974.00;545’629’620.48;243.04;248.00
19.Apr.2024;EUR;38.01;14’185’974.00;539’196’011.89;240.18;245.07
18.Apr.2024;EUR;38.04;14’185’974.00;539’584’387.58;240.35;245.24
17.Apr.2024;EUR;38.20;14’185’974.00;541’912’837.55;241.39;246.30
16.Apr.2024;EUR;38.10;14’185’974.00;540’440’767.16;240.73;245.62
15.Apr.2024;EUR;38.79;15’185’974.00;589’040’751.79;245.10;250.08
12.Apr.2024;EUR;39.72;15’185’974.00;603’188’343.00;248.70;253.78
11.Apr.2024;EUR;38.77;15’185’974.00;588’779’761.61;242.76;247.68
10.Apr.2024;EUR;38.88;15’185’974.00;590’406’621.90;243.43;248.39
09.Apr.2024;EUR;38.64;15’385’974.00;594’555’877.75;241.96;246.87
08.Apr.2024;EUR;38.61;15’435’974.00;596’021’072.37;241.77;246.68
05.Apr.2024;EUR;38.24;15’985’974.00;611’231’804.22;239.41;244.26
04.Apr.2024;EUR;38.22;15’985’974.00;611’051’404.11;239.34;244.19
03.Apr.2024;EUR;38.09;15’985’974.00;608’891’054.40;238.49;243.32
02.Apr.2024;EUR;37.79;19’885’974.00;751’477’228.85;236.61;241.40
28.März2024;EUR;36.88;19’885’974.00;733’410’399.52;230.93;235.57
27.März2024;EUR;36.64;19’885’974.00;728’634’348.46;229.42;234.10
26.März2024;EUR;36.91;19’885’974.00;733’958’558.93;231.10;235.79
25.März2024;EUR;37.10;19’885’974.00;737’856’537.00;232.33;237.05
22.März2024;EUR;36.76;19’885’974.00;731’066’243.78;230.19;234.86
21.März2024;EUR;36.60;19’885’974.00;727’794’780.96;229.16;233.80
20.März2024;EUR;36.46;20’985’974.00;765’074’697.85;228.27;232.89
19.März2024;EUR;36.62;20’985’974.00;768’417’013.06;229.27;234.00
18.März2024;EUR;36.10;20’985’974.00;757’692’127.19;226.07;230.73
15.März2024;EUR;35.93;20’985’974.00;753’920’886.79;224.94;229.64
14.März2024;EUR;35.96;20’985’974.00;754’729’793.92;225.18;229.88
13.März2024;EUR;35.82;20’985’974.00;751’625’812.22;224.26;228.94
12.März2024;EUR;35.39;20’985’974.00;742’609’548.29;221.57;226.19
11.März2024;EUR;35.12;20’985’974.00;737’033’770.06;219.90;224.48
08.März2024;EUR;35.22;20’985’974.00;739’152’305.69;220.54;225.13
07.März2024;EUR;35.21;20’985’974.00;738’959’506.21;220.48;225.06
06.März2024;EUR;35.25;21’285’974.00;750’306’060.35;220.71;225.30
05.März2024;EUR;34.88;21’835’974.00;761’723’895.23;218.42;222.95
04.März2024;EUR;34.82;22’285’974.00;775’970’622.08;218.02;222.53
01.März2024;EUR;35.08;22’285’974.00;781’888’149.46;219.68;224.21
29.Feb.2024;EUR;34.60;22’285’974.00;771’194’401.17;216.67;221.14
28.Feb.2024;EUR;34.62;22’285’974.00;771’600’143.90;216.79;221.26
27.Feb.2024;EUR;34.80;22’285’974.00;775’662’006.70;217.93;222.42
26.Feb.2024;EUR;34.65;22’285’974.00;772’110’577.10;216.93;221.40
23.Feb.2024;EUR;34.81;22’285’974.00;775’764’644.04;217.96;222.44
22.Feb.2024;EUR;34.89;22’535’974.00;786’210’288.14;218.44;222.93
21.Feb.2024;EUR;34.81;23’385’974.00;814’146’540.27;217.98;222.45
20.Feb.2024;EUR;34.61;23’385’974.00;809’340’216.09;216.69;221.14
19.Feb.2024;EUR;34.99;23’385’974.00;818’240’379.29;219.08;223.56
16.Feb.2024;EUR;34.91;23’385’974.00;816’465’090.54;218.60;223.06
15.Feb.2024;EUR;34.76;23’385’974.00;812’900’157.83;217.65;222.09
14.Feb.2024;EUR;34.88;23’385’974.00;815’776’832.26;218.42;222.87
13.Feb.2024;EUR;34.94;23’385’974.00;816’992’190.16;218.74;223.29
12.Feb.2024;EUR;35.01;23’385’974.00;818’687’013.00;219.20;223.77
09.Feb.2024;EUR;34.77;23’385’974.00;813’053’333.87;217.69;222.22
08.Feb.2024;EUR;34.72;23’385’974.00;812’071’461.06;217.43;221.95
07.Feb.2024;EUR;34.85;23’435’974.00;816’803’927.06;218.23;222.77
06.Feb.2024;EUR;35.22;23’435’974.00;825’515’799.51;220.55;225.14
05.Feb.2024;EUR;34.53;23’435’974.00;809’154’367.69;216.18;220.68
02.Feb.2024;EUR;34.90;23’435’974.00;817’937’523.19;218.53;223.06
01.Feb.2024;EUR;35.40;23’435’974.00;829’540’035.76;221.63;226.23
31.Jan.2024;EUR;35.04;23’485’974.00;823’024’671.13;219.42;223.97
30.Jan.2024;EUR;35.16;23’635’974.00;831’136’315.59;220.18;224.74
29.Jan.2024;EUR;35.17;23’635’974.00;831’259’385.74;220.21;224.77
26.Jan.2024;EUR;34.86;23’635’974.00;823’963’810.84;218.28;222.79
25.Jan.2024;EUR;34.41;23’635’974.00;813’404’740.57;215.48;219.93
24.Jan.2024;EUR;34.28;23’635’974.00;810’281’265.19;214.65;219.08
23.Jan.2024;EUR;34.01;25’085’974.00;853’217’142.84;212.96;217.36
22.Jan.2024;EUR;33.80;25’185’974.00;851’278’458.21;211.63;216.00
19.Jan.2024;EUR;33.81;25’385’974.00;858’391’303.46;211.72;216.11
18.Jan.2024;EUR;33.98;25’585’974.00;869’411’609.53;212.76;217.17
17.Jan.2024;EUR;34.02;25’635’974.00;872’094’872.32;213.00;217.42
16.Jan.2024;EUR;34.67;25’635’974.00;888’825’773.42;217.09;221.59
15.Jan.2024;EUR;35.27;25’410’974.00;896’168’900.82;218.13;222.65
12.Jan.2024;EUR;35.43;25’410’974.00;900’418’357.99;219.17;223.69
11.Jan.2024;EUR;35.13;25’410’974.00;892’616’238.50;217.27;221.75
10.Jan.2024;EUR;35.29;25’410’974.00;896’856’871.43;218.30;222.80
09.Jan.2024;EUR;35.61;25’410’974.00;904’948’641.94;220.27;224.81
08.Jan.2024;EUR;35.72;25’410’974.00;907’565’848.20;220.91;225.49
05.Jan.2024;EUR;36.70;25’410’974.00;932’460’869.02;226.97;231.67
04.Jan.2024;EUR;36.71;25’410’974.00;932’911’117.43;227.07;231.78
03.Jan.2024;EUR;36.46;25’460’974.00;928’242’546.99;225.50;230.16
02.Jan.2024;EUR;36.44;25’460’974.00;927’794’516.08;225.39;230.05
29.Dez.2023;EUR;36.14;25’460’974.00;920’195’435.19;223.54;228.25
28.Dez.2023;EUR;36.09;25’460’974.00;918’849’339.45;223.21;227.92
27.Dez.2023;EUR;36.34;25’460’974.00;925’201’742.61;224.76;229.49
22.Dez.2023;EUR;36.13;25’460’974.00;919’988’233.17;223.49;228.18
21.Dez.2023;EUR;36.00;25’510’974.00;918’422’204.01;222.67;227.36
20.Dez.2023;EUR;36.16;25’510’974.00;922’600’750.61;223.69;228.39
19.Dez.2023;EUR;35.92;25’560’974.00;918’190’570.37;222.18;226.86
18.Dez.2023;EUR;35.93;25’710’974.00;923’786’229.04;222.23;226.91
15.Dez.2023;EUR;35.54;26’110’974.00;928’068’296.22;219.84;224.44
14.Dez.2023;EUR;35.78;26’210’974.00;937’866’355.58;221.31;225.94
13.Dez.2023;EUR;35.29;26’210’974.00;925’094’651.05;218.30;222.86
12.Dez.2023;EUR;35.38;26’210’974.00;927’220’797.35;218.80;223.36
11.Dez.2023;EUR;35.86;26’210’974.00;939’955’176.25;221.81;226.43
08.Dez.2023;EUR;35.93;26’210’974.00;941’867’096.53;222.26;226.88
07.Dez.2023;EUR;35.44;26’210’974.00;928’923’290.49;219.20;223.76
06.Dez.2023;EUR;35.61;26’610’974.00;947’695’546.00;220.27;224.85
05.Dez.2023;EUR;35.99;26’610’974.00;957’745’012.97;222.61;227.23
04.Dez.2023;EUR;35.94;26’610’974.00;956’453’259.70;222.31;226.92
01.Dez.2023;EUR;36.50;26’610’974.00;971’240’138.64;225.74;230.41
30.Nov.2023;EUR;36.27;26’710’974.00;968’822’588.86;224.34;228.99
29.Nov.2023;EUR;35.89;26’710’974.00;958’737’012.41;222.00;226.60
28.Nov.2023;EUR;36.20;26’710’974.00;966’955’796.48;223.91;228.54
27.Nov.2023;EUR;36.13;26’710’974.00;965’137’295.42;223.49;228.11
24.Nov.2023;EUR;36.27;26’710’974.00;968’835’509.13;224.34;228.98
23.Nov.2023;EUR;36.03;26’710’974.00;962’304’850.58;222.83;227.42
22.Nov.2023;EUR;35.57;26’710’974.00;950’135’308.76;220.01;224.54
21.Nov.2023;EUR;36.18;26’710’974.00;966’500’889.18;223.80;228.40
20.Nov.2023;EUR;36.46;26’710’974.00;973’886’719.07;225.51;230.14
17.Nov.2023;EUR;35.96;26’710’974.00;960’477’428.15;222.41;227.03
16.Nov.2023;EUR;35.37;26’710’974.00;944’642’917.02;218.74;223.29
15.Nov.2023;EUR;36.24;26’710’974.00;968’077’792.75;224.17;228.81
14.Nov.2023;EUR;36.16;25’960’974.00;938’644’612.38;223.63;228.27
13.Nov.2023;EUR;36.18;25’960’974.00;939’374’260.09;223.80;228.52
10.Nov.2023;EUR;35.71;25’960’974.00;927’115’250.94;220.88;225.54
09.Nov.2023;EUR;35.60;25’960’974.00;924’251’852.37;220.20;224.84
08.Nov.2023;EUR;35.33;25’960’974.00;917’109’809.35;218.50;223.11
07.Nov.2023;EUR;35.49;25’960’974.00;921’278’249.62;219.49;224.12
06.Nov.2023;EUR;36.39;25’960’974.00;944’704’137.11;225.07;229.81
03.Nov.2023;EUR;36.12;25’960’974.00;937’668’244.22;223.40;228.09
02.Nov.2023;EUR;36.94;25’960’974.00;958’949’539.02;228.47;233.26
01.Nov.2023;EUR;36.15;25’960’974.00;938’499’586.59;223.60;228.29
31.Okt.2023;EUR;36.11;25’960’974.00;937’320’175.42;223.31;227.99
30.Okt.2023;EUR;36.41;25’960’974.00;945’163’785.82;225.18;229.93
27.Okt.2023;EUR;36.55;24’010’974.00;877’493’165.96;226.04;230.79
26.Okt.2023;EUR;36.54;24’010’974.00;877’409’925.53;226.02;230.76
25.Okt.2023;EUR;36.59;24’010’974.00;878’621’538.00;226.33;231.08
24.Okt.2023;EUR;36.66;24’010’974.00;880’349’468.31;226.78;231.53
23.Okt.2023;EUR;36.63;24’010’974.00;879’455’964.05;226.55;231.28
20.Okt.2023;EUR;36.91;24’010’974.00;886’339’400.70;228.32;233.07
19.Okt.2023;EUR;37.32;24’010’974.00;896’109’710.20;230.83;235.64
18.Okt.2023;EUR;37.70;24’110’974.00;908’937’587.26;233.17;238.02
17.Okt.2023;EUR;37.60;24’110’974.00;906’678’786.04;232.59;237.43
16.Okt.2023;EUR;37.50;24’110’974.00;904’053’068.84;231.92;236.73
13.Okt.2023;EUR;37.82;23’855’974.00;902’282’053.13;230.83;235.61
12.Okt.2023;EUR;37.36;23’855’974.00;891’248’562.93;228.01;232.73
11.Okt.2023;EUR;36.88;23’855’974.00;879’724’933.76;225.06;229.72
10.Okt.2023;EUR;37.09;23’855’974.00;884’743’428.91;226.34;231.03
09.Okt.2023;EUR;36.66;23’855’974.00;874’494’223.45;223.72;228.35
06.Okt.2023;EUR;35.64;23’855’974.00;850’223’918.04;217.51;222.00
05.Okt.2023;EUR;35.28;23’855’974.00;841’541’661.90;215.29;219.74
04.Okt.2023;EUR;35.29;23’855’974.00;841’773’118.57;215.35;219.79
02.Okt.2023;EUR;36.40;23’855’974.00;868’316’989.44;222.14;226.71
29.Sept.2023;EUR;37.02;23’855’974.00;883’149’344.24;225.93;230.57
28.Sept.2023;EUR;37.50;23’705’974.00;889’073’079.14;228.89;233.58
27.Sept.2023;EUR;37.24;23’705’974.00;882’892’363.28;227.30;232.00
26.Sept.2023;EUR;36.67;23’705’974.00;869’356’424.10;223.81;228.45
25.Sept.2023;EUR;36.91;23’605’974.00;871’267’678.55;225.26;229.92
22.Sept.2023;EUR;36.98;23’605’974.00;872’945’110.65;225.69;230.36
21.Sept.2023;EUR;36.88;23’605’974.00;870’651’950.10;225.10;229.74
20.Sept.2023;EUR;37.16;23’605’974.00;877’097’105.35;226.76;231.44
19.Sept.2023;EUR;37.32;23’605’974.00;880’948’792.61;227.76;232.56
18.Sept.2023;EUR;36.96;23’105’974.00;854’023’110.04;225.57;230.30
15.Sept.2023;EUR;37.13;23’105’974.00;857’827’235.74;226.58;231.38
14.Sept.2023;EUR;37.16;23’105’974.00;858’610’991.54;226.79;231.61
13.Sept.2023;EUR;36.28;23’205’974.00;841’947’735.48;221.43;226.12
12.Sept.2023;EUR;36.46;23’205’974.00;846’152’234.97;222.53;227.25
11.Sept.2023;EUR;36.34;23’205’974.00;843’200’994.14;221.76;226.46
08.Sept.2023;EUR;36.12;23’205’974.00;838’217’880.36;220.45;225.11
07.Sept.2023;EUR;35.98;23’205’974.00;835’063’736.40;219.62;224.25
06.Sept.2023;EUR;36.01;23’205’974.00;835’684’363.94;219.78;224.41
05.Sept.2023;EUR;36.07;23’205’974.00;836’940’327.06;220.11;224.73
04.Sept.2023;EUR;35.64;23’255’974.00;828’942’691.62;217.54;222.12
01.Sept.2023;EUR;35.69;23’255’974.00;829’994’303.20;217.81;222.40
31.Aug.2023;EUR;35.03;23’355’974.00;818’102’756.68;213.77;218.27
30.Aug.2023;EUR;35.05;23’355’974.00;818’657’721.94;213.92;218.43
29.Aug.2023;EUR;35.03;23’405’974.00;819’888’363.41;213.78;218.28
28.Aug.2023;EUR;34.82;23’405’974.00;815’043’784.25;212.52;216.98
25.Aug.2023;EUR;34.53;23’405’974.00;808’105’095.04;210.71;215.12
24.Aug.2023;EUR;34.41;24’805’974.00;853’591’910.80;210.01;214.40
23.Aug.2023;EUR;34.32;24’805’974.00;851’353’619.28;209.46;213.83
22.Aug.2023;EUR;34.69;24’805’974.00;860’503’735.96;211.71;216.14
21.Aug.2023;EUR;34.52;24’805’974.00;856’326’838.70;210.68;215.09
18.Aug.2023;EUR;34.31;24’805’974.00;851’142’175.89;209.41;213.78
17.Aug.2023;EUR;34.42;25’055’974.00;862’320’654.32;210.04;214.42
16.Aug.2023;EUR;34.32;25’655’974.00;880’457’108.69;209.44;213.82
15.Aug.2023;EUR;34.34;25’655’974.00;881’012’517.91;209.58;213.95
14.Aug.2023;EUR;34.60;25’655’974.00;887’605’446.47;211.14;215.54
11.Aug.2023;EUR;34.86;25’655’974.00;894’364’495.22;212.75;217.28
10.Aug.2023;EUR;35.05;25’655’974.00;899’271’781.45;213.92;218.48
09.Aug.2023;EUR;34.96;25’655’974.00;896’859’039.68;213.34;217.88
08.Aug.2023;EUR;34.13;25’655’974.00;875’643’489.40;208.30;212.78
07.Aug.2023;EUR;34.25;25’905’974.00;887’400’922.92;209.06;213.56
04.Aug.2023;EUR;34.41;27’205’974.00;936’021’892.07;209.97;214.49
03.Aug.2023;EUR;33.87;27’305’974.00;924’978’147.87;206.74;211.17
02.Aug.2023;EUR;33.62;28’105’974.00;944’899’825.45;205.18;209.59
01.Aug.2023;EUR;34.19;28’105’974.00;960’972’743.84;208.67;213.15
31.Juli2023;EUR;34.46;28’155’974.00;970’366’670.84;210.34;214.84
28.Juli2023;EUR;34.04;28’155’974.00;958’543’427.30;207.77;212.22
27.Juli2023;EUR;34.31;28’205’974.00;967’794’951.32;209.41;213.88
26.Juli2023;EUR;34.52;28’205’974.00;973’751’633.45;210.69;215.20
25.Juli2023;EUR;34.69;28’255’974.00;980’208’364.01;211.72;216.24
24.Juli2023;EUR;34.80;28’255’974.00;983’360’384.07;212.40;216.93
21.Juli2023;EUR;34.31;28’255’974.00;969’327’901.10;209.37;213.83
20.Juli2023;EUR;34.00;28’255’974.00;960’829’174.56;207.53;211.96
19.Juli2023;EUR;33.62;28’255’974.00;950’075’963.79;205.21;209.58
18.Juli2023;EUR;33.26;28’255’974.00;939’797’770.38;202.99;207.32
17.Juli2023;EUR;32.91;28’255’974.00;930’038’567.36;200.88;205.18
14.Juli2023;EUR;33.32;28’655’974.00;954’761’314.29;201.73;206.05
13.Juli2023;EUR;34.02;28’655’974.00;974’773’615.05;205.96;210.36
12.Juli2023;EUR;33.97;28’655’974.00;973’529’296.02;205.69;210.09
11.Juli2023;EUR;33.54;28’655’974.00;961’201’199.55;203.09;207.42
10.Juli2023;EUR;33.09;28’655’974.00;948’087’438.37;200.32;204.60
07.Juli2023;EUR;32.97;28’655’974.00;944’803’761.85;199.63;203.88
06.Juli2023;EUR;32.68;28’655’974.00;936’526’596.71;197.88;202.10
05.Juli2023;EUR;33.59;29’105’974.00;977’535’036.88;--;--
04.Juli2023;EUR;34.16;29’105’974.00;994’187’698.23;206.81;211.21
03.Juli2023;EUR;34.03;29’105’974.00;990’531’524.46;206.05;210.49
30.Juni2023;EUR;33.51;29’105’974.00;975’287’140.29;202.88;207.25
29.Juni2023;EUR;33.11;29’105’974.00;963’768’496.04;200.48;204.80
